Row,No Extraction,Wrong Tag,Wrong Range,Wrong Range and tag,Num correct tags,Sentence
2335,[],[],[],[],"[(['B-LOCATION'], ['B-LOCATION'], ['Đà_Nẵng']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Bệnh_viện', 'Trung_ương', 'Huế']), (['B-LOCATION'], ['B-LOCATION'], ['Đà_Nẵng'])]","['Để', 'giảm', 'tải', 'cho', 'Đà_Nẵng', ',', 'Bệnh_viện', 'Trung_ương', 'Huế', 'đã', 'chuẩn_bị', 'cơ_sở', 'vật_chất', 'để', 'tiếp_nhận', 'bệnh_nhân', 'COVID', '-', '19', 'có', 'triệu_chứng', 'nặng', 'tại', 'Đà_Nẵng', ',', 'đặc_biệt', 'là', 'những', 'người', 'có', 'nhiều', 'bệnh', 'nền', ',', 'phải', 'chạy', 'thận', 'nhân_tạo', '.']"
2336,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['TP', 'HCM']), (['B-DATE'], ['B-DATE'], ['13/3']), (['B-DATE'], ['B-DATE'], ['18/3']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['bar', 'Buddha']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['ho']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['sốt'])]","['Lưu_trú', 'tại', 'TP', 'HCM', ',', 'từ', 'ngày', '13/3', '-', '18/3', 'người', 'này', 'tới', 'nhiều', 'điểm', 'ăn_uống', 'vui_chơi', 'giải_trí', 'trong', 'đó', 'có', 'bar', 'Buddha', ',', 'kể_cả', 'khi', 'đã', 'ho', ',', 'sốt', '.']"
2337,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['17'])]","['Tuy_nhiên', 'bác', 'của', 'bệnh_nhân', '17', ',', 'bệnh_nhân', 'nữ', '64', 'tuổi', ',', 'hiện', 'đang', 'tình_trạng', 'nặng', 'và', 'đã', 'phải', 'sử_dụng', 'ECMO', '-', 'thiết_bị', 'tim', 'phổi', 'nhân_tạo', '.']"
2338,[],[],[],[],"[(['B-NAME'], ['B-NAME'], ['Dũng']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['21']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Bệnh', 'Nhiệt_đới', 'trung_ương'])]","['Hiện', 'toàn_bộ', 'đoàn', 'công_tác', 'của', 'ông', 'Dũng', '(', 'bao_gồm', 'bệnh_nhân', 'số', '21', ')', 'đã', 'được', 'cách_ly', 'tại', 'Bệnh_viện', 'Bệnh', 'Nhiệt_đới', 'trung_ương', '.']"
2339,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['15', '-', '3'])]","['Đến', 'ngày', '15', '-', '3', ',', 'xét_nghiệm', 'cho', 'kết_quả', 'bệnh_nhân', 'dương_tính', 'với', 'COVID', '-', '19', '.']"
2340,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['quán', 'Nhúng_Ớt'])]","['Chiều_tối', ',', 'họ', 'bắt', 'xe', 'Grab', 'đi', 'ăn', 'tại', 'quán', 'Nhúng_Ớt', ',', 'sau', 'đó', 'được', 'em', 'họ', 'chở', 'về', 'nhà', '.']"
2341,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'dã_chiến', 'Củ_Chi'])]","['Hiện', 'bệnh_nhân', 'được', 'chuyển', 'đến', 'Bệnh_viện', 'dã_chiến', 'Củ_Chi', 'theo_dõi', 'và', 'cách_ly', '.']"
2342,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Bạch_Mai']), (['B-DATE'], ['B-DATE'], ['10/3'])]","['Hàng', 'nghìn', 'người', 'ra', 'vào', 'Bệnh_viện', 'Bạch_Mai', 'từ', 'ngày', '10/3', 'phải', 'khai_báo', 'y_tế', ',', 'người_nhà', 'bệnh_nhân', 'đang', 'ở', 'trong', 'bệnh_viện', 'phải', 'cách_ly', 'tập_trung', '.']"
2343,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['34'])]","['Người_thân', 'cùng', 'xuất_viện', 'với', 'bệnh_nhân', 'thứ', '34', '.']"
2344,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['35']), (['B-JOB', 'I-JOB', 'I-JOB'], ['B-JOB', 'I-JOB', 'I-JOB'], ['nhân_viên', 'bán', 'hàng']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['siêu_thị', 'Điện_máy', 'Xanh'])]","['Trong', 'đó', ',', 'bệnh_nhân', 'thứ', '35', 'là', 'nhân_viên', 'bán', 'hàng', 'tại', 'siêu_thị', 'Điện_máy', 'Xanh', '.']"
2345,[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Viện', 'Vệ_sinh', 'dịch_tễ', 'trung_ương']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['30', '-', '3'])]","['Mẫu', 'bệnh_phẩm', 'của', 'bệnh_nhân', 'được', 'gửi', 'đến', 'Viện', 'Vệ_sinh', 'dịch_tễ', 'trung_ương', 'ngày', '30', '-', '3', '.']"
2346,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['TP.', 'HCM']), (['B-LOCATION'], ['B-LOCATION'], ['Đồng_Nai']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['124']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['151'])]","['Hàng', 'ngày', 'anh', 'từ', 'TP.', 'HCM', 'đi', 'làm', 'ở', 'Đồng_Nai', ',', 'là', 'đồng_nghiệp', 'và', 'có', 'tiếp_xúc', 'gần', 'với', 'bệnh_nhân', '124', 'và', 'bệnh_nhân', '151', '.']"
2347,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['209']), (['B-DATE'], ['B-DATE'], ['16/3']), (['B-DATE'], ['B-DATE'], ['25/3']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Bệnh', 'Nhiệt_đới', 'Trung_ương']), (['B-DATE'], ['B-DATE'], ['31/3'])]","['Anh', 'là', 'con', 'của', '""', 'bệnh_nhân', '209', '""', ',', 'tiếp_xúc', 'gần', 'tại', 'gia_đình', 'từ', 'ngày', '16/3', 'đến', '25/3', ',', 'được', 'chuyển', 'đến', 'Bệnh_viện', 'Bệnh', 'Nhiệt_đới', 'Trung_ương', 'ngày', '31/3', '.']"
2348,[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['UBND', 'tỉnh', 'Hà_Nam']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['251']), (['B-DATE'], ['B-DATE'], ['7/2'])]","['Ông', 'Trần_Xuân_Dưỡng', ',', 'Chánh', 'văn_phòng', 'UBND', 'tỉnh', 'Hà_Nam', 'cho', 'biết', ',', 'nhận', 'thông_tin', 'về', '""', 'bệnh_nhân', '251', '""', ',', 'tỉnh', 'đã', 'tổ_chức', 'họp', 'khẩn', 'trong', 'đêm', '7/2', '.']"
2349,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['8', '-', '4']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['251'])]","['Ngày', '8', '-', '4', ',', 'quận', 'đã', 'thiết_lập', 'vùng', 'cách_ly', 'tại', 'tầng', '17', 'toà', 'nhà', 'chung_cư', 'nơi', 'hai', 'người', 'con_bệnh', 'nhân', '251', 'ở', '.']"
2350,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['2', '-', '8']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['suy_kiệt', 'nặng']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['hôn_mê', 'sâu'])]","['4h30', 'ngày', '2', '-', '8', ',', 'bệnh_nhân', 'suy_kiệt', 'nặng', ',', 'đến', '4h45', 'thì', 'hôn_mê', 'sâu', 'và', 'tử_vong', 'lúc', '5h45', 'cùng', 'ngày', '.']"
2351,[],[],[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['suy', 'thận', 'mãn', 'giai_đoạn', 'cuối']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['xơ_gan']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['suy', 'tim'])]","['Trường_hợp', 'thứ', '3', 'mắc', 'nhiều', 'bệnh', 'nền', 'như', 'suy', 'thận', 'mãn', 'giai_đoạn', 'cuối', ',', 'xơ_gan', ',', 'suy', 'tim', '…', 'hiện', 'các', 'thông_số', 'tạm', 'ổn_định', ',', 'chưa', 'phải', 'chạy', 'ECMO', '.']"
2352,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['17'])]","['Nhẫn', 'và', 'các', 'thành_viên', 'đội', 'phản_ứng', 'nhanh', 'vẽ', 'bản_đồ', 'dịch_tễ', 'quanh', 'trường_hợp', 'bệnh_nhân', '17', '.']"
2353,[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION'], ['Bộ', 'Y_tế'])]","['Theo', 'Bộ', 'Y_tế', ',', 'hiện', 'bệnh_nhân', 'này', 'tỉnh', ',', 'không', 'sốt', ',', 'không', 'ho', ',', 'không', 'khó', 'thở', ',', 'ăn_uống', 'được', '.']"
2354,[],[],"[(['B-JOB', 'I-JOB', 'I-JOB', 'I-JOB'], ['B-JOB', 'O', 'I-JOB', 'I-JOB'], ['nhân_viên', 'tiệm', 'bánh', 'pizza'])]",[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['812']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['447']), (['B-LOCATION'], ['B-LOCATION'], ['Đà_Nẵng'])]","['""', 'Bệnh_nhân', '812', '""', 'được', 'đánh_giá', 'là', 'nặng', 'nhất', ',', 'lây', 'từ', '""', 'bệnh_nhân', '447', '""', '(', 'nhân_viên', 'tiệm', 'bánh', 'pizza', ',', 'đi', 'du_lịch', 'Đà_Nẵng', 'về', ')', '.']"
2355,[],[],[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['suy', 'hô_hấp', 'nặng'])]","['Rất', 'may', 'là', 'kỹ_thuật', 'tim', 'phổi', 'nhân_tạo', 'là', 'kỹ_thuật', 'hiện_đại', 'nhất', 'điều_trị', 'bệnh_nhân', 'suy', 'hô_hấp', 'nặng', 'mà', 'bệnh_viện', 'đã', 'sử_dụng', 'điều_trị', 'cho', 'bệnh_nhân', 'khác', '.']"
2356,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['124']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['23', '-', '3']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['206']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Trường', 'Thiếu_sinh_quân']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['huyện', 'Củ_Chi']), (['B-LOCATION'], ['B-LOCATION'], ['TP.HCM.'])]","['Sau', 'khi', 'bệnh_nhân', '124', 'được', 'phát_hiện', 'mắc', 'bệnh', ',', 'ngày', '23', '-', '3', 'bệnh_nhân', '206', 'được', 'tiếp_cận', 'điều_tra', ',', 'chuyển', 'cách_ly', 'tập_trung', 'tại', 'Trường', 'Thiếu_sinh_quân', ',', 'huyện', 'Củ_Chi', ',', 'TP.HCM.']"
2357,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Trung_tâm', 'Y_tế', 'huyện', 'Đồng_Xuân'])]","['Anh', 'đã', 'nhập_viện', 'tại', 'Trung_tâm', 'Y_tế', 'huyện', 'Đồng_Xuân', 'và', 'được', 'điều_trị', 'ở', 'khu', 'cách_ly', '.']"
2358,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Trung_tâm', 'Y_tế', 'huyện', 'Hồng_Ngự'])]","['Hiện', 'bệnh_nhân', 'được', 'cách_ly', 'điều_trị', 'tại', 'Trung_tâm', 'Y_tế', 'huyện', 'Hồng_Ngự', '.']"
2359,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['34']), (['B-DATE'], ['B-DATE'], ['3/3']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['34'])]","['Sau', 'khi', 'biết', 'thông_tin', 'về', '""', 'bệnh_nhân', '34', '""', ',', 'anh', 'này', 'đến', 'trung_tâm', 'y_tế', 'thông_báo', 'tối', '3/3', 'đã', 'ăn', 'và', 'làm_việc', 'với', 'vợ_chồng', '""', 'bệnh_nhân', '34', '""', 'gần', '30', 'phút', '.']"
2360,[],"[(['B-GENDER'], ['B-AGE'], ['20'])]",[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['85']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-LOCATION'], ['B-LOCATION'], ['Ba_Đình']), (['B-LOCATION'], ['B-LOCATION'], ['Hà_Nội']), (['B-JOB'], ['B-JOB'], ['du_học_sinh']), (['B-LOCATION'], ['B-LOCATION'], ['Anh']), (['B-LOCATION'], ['B-LOCATION'], ['Nội_Bài']), (['B-DATE'], ['B-DATE'], ['18/3']), (['B-TRANSPORTATION', 'I-TRANSPORTATION'], ['B-TRANSPORTATION', 'I-TRANSPORTATION'], ['VN', '54'])]","['""', 'Bệnh_nhân', '85', '""', ',', 'nam', ',', '20', 'tuổi', ',', 'địa_chỉ', 'ở', 'Ba_Đình', ',', 'Hà_Nội', ',', 'du_học_sinh', 'tại', 'Anh', ',', 'nhập_cảnh', 'Nội_Bài', 'ngày', '18/3', 'trên', 'chuyến', 'bay', 'VN', '54', '.']"
2361,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['124']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['quán', 'Starbucks']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Quận', '2'])]","['Cô', 'là', 'đồng_nghiệp', ',', 'tiếp_xúc', 'gần', 'với', '""', 'bệnh_nhân', '124', '""', ',', 'hàng', 'ngày', 'cùng', 'nhau', 'đi', 'làm', 'chung', 'ôtô', '(', 'có', 'lái_xe', 'riêng', ')', ',', 'chung', 'lịch_trình', 'tới', '2', 'chi_nhánh', 'công_ty', 'và', 'mua', 'cà_phê', 'tại', 'quán', 'Starbucks', '(', 'Quận', '2', ')', '.']"
2362,[],[],[],[],[],"['Ca', 'thứ', 'hai', 'là', 'một', 'phụ_nữ', 'khoảng', '30', 'tuổi', ',', 'cũng', 'ở', 'tỉnh', 'Chiba', '.']"
2363,[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['28/8']), (['B-LOCATION'], ['B-LOCATION'], ['Ấn_Độ']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['sân_bay', 'Nội_Bài']), (['B-TRANSPORTATION'], ['B-TRANSPORTATION'], ['6E8679']), (['B-LOCATION'], ['B-LOCATION'], ['Hà_Nội'])]","['Ngày', '28/8', ',', 'bệnh_nhân', 'từ', 'Ấn_Độ', 'về', 'sân_bay', 'Nội_Bài', 'trên', 'chuyến', 'bay', '6E8679', ',', 'được', 'cách_ly', 'ngay', 'sau', 'nhập_cảnh', ',', 'lấy', 'mẫu', 'xét_nghiệm', 'tại', 'Hà_Nội', ',', 'kết_quả', 'dương_tính', 'nCoV', '.']"
2364,[],[],[],[],"[(['B-NAME'], ['B-NAME'], ['L.T.H.']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['17'])]","['Bà', 'L.T.H.', 'là', 'bác', 'gái', 'của', 'bệnh_nhân', 'số', '17', ',', 'được', 'xác_định', 'nhiễm', 'COVID', '-', '19', 'từ', 'bệnh_nhân', 'này', '.']"
2365,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['19', '-', '8']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['595'])]","['Sau', 'quá_trình', 'điều_trị', 'tại', 'bệnh_viện', ',', 'ngày', '19', '-', '8', ',', 'bệnh_nhân', '595', 'khỏi', 'bệnh', 'sau', '4', 'lần', 'âm_tính', 'và', 'được', 'đưa', 'về', 'cách_ly', 'tại', 'nhà', '14', 'ngày', '.']"
2366,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['524']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['475'])]","['Theo', 'đó', 'hai', 'ca', 'tử_vong', 'là', 'bệnh_nhân', '524', 'và', 'bệnh_nhân', '475', '.']"
2367,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['24']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-AGE'], ['B-AGE'], ['69']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['50']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-AGE'], ['B-AGE'], ['50']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['87']), (['B-GENDER'], ['B-GENDER'], ['nữ']), (['B-AGE'], ['B-AGE'], ['32']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['109']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-AGE'], ['B-AGE'], ['42'])]","['Cụ_thể', ',', 'các', 'bệnh_nhân', 'ra', 'viện', 'gồm', ':', 'bệnh_nhân', '24', '(', 'nam', ',', '69', 'tuổi', ',', 'quốc_tịch', 'Anh', ')', ';', 'bệnh_nhân', '50', '(', 'nam', ',', '50', 'tuổi', ',', 'quốc_tịch', 'Việt_Nam', ')', ';', 'bệnh_nhân', '87', '(', 'nữ', ',', '32', 'tuổi', ',', 'quốc_tịch', 'Việt_Nam', ')', ';', 'bệnh_nhân', '109', '(', 'nam', ',', '42', 'tuổi', ',', 'quốc_tịch', 'Việt_Nam', ')', '.']"
2368,[],[],[],[],"[(['B-NAME'], ['B-NAME'], ['B.'])]","['Vậy', 'là', 'anh', 'B.', 'tiếp_tục', 'trở_lại', 'bệnh_viện', '.']"
2369,[],[],[],[],"[(['B-NAME'], ['B-NAME'], ['P.']), (['B-NAME'], ['B-NAME'], ['P.T.B.']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['xã', 'Sơn_Lôi']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['huyện', 'Bình_Xuyên']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['tỉnh', 'Vĩnh_Phúc']), (['B-DATE'], ['B-DATE'], ['26']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['29', '-', '1'])]","['Theo', 'chị', 'P.', ',', 'dịp', 'Tết', 'Nguyên', 'đán', ',', 'hai', 'mẹ_con', 'chị', 'sang', 'nhà', 'bà', 'ngoại', '(', 'bà', 'P.T.B.', ',', 'ca', 'bệnh', 'thứ', '10', ',', 'ở', 'xã', 'Sơn_Lôi', ',', 'huyện', 'Bình_Xuyên', ',', 'tỉnh', 'Vĩnh_Phúc', ')', 'chúc', 'tết', 'và', 'ở', 'lại', 'chơi', '4', 'hôm', '(', 'từ', 'ngày', '26', 'đến', '29', '-', '1', ')', '.']"
2370,[],[],[],[],"[(['B-LOCATION'], ['B-LOCATION'], ['Nhật']), (['B-LOCATION'], ['B-LOCATION'], ['Nha_Trang'])]","['Theo', 'điều_tra', 'dịch_tễ', ',', 'trước', 'khi', 'sang', 'Nhật', ',', 'nữ', 'bệnh_nhân', 'sống', 'với', 'người_thân', 'tại', 'Nha_Trang', ',', 'ít_ra', 'ngoài', ',', 'chủ_yếu', 'tiếp_xúc', '5', 'người', 'trong', 'nhà', '.']"
2371,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['30', '-', '3']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Viện', 'Vệ_sinh', 'dịch_tễ', 'trung_ương'])]","['Ngày', '30', '-', '3', ',', 'mẫu', 'bệnh_phẩm', 'của', 'bệnh_nhân', 'được', 'chuyển', 'đến', 'Viện', 'Vệ_sinh', 'dịch_tễ', 'trung_ương', '.']"
2372,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['237']), (['B-AGE'], ['B-AGE'], ['64']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['ung_thư', 'máu'])]","['""', 'Bệnh_nhân', '237', '""', 'người', 'Thuỵ_Điển', '64', 'tuổi', ',', 'bị', 'ung_thư', 'máu', ',', 'không', 'rõ', 'lây', 'bệnh', 'từ', 'đâu', '.']"
2373,[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['8/3']), (['B-TRANSPORTATION'], ['B-TRANSPORTATION'], ['VN54']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['17'])]","['Trước', 'đó', 'ngày', '8/3', ',', 'các', 'khu', 'dân_cư', 'trên', 'bị', 'phong_toả', 'do', 'có', 'người', 'cư_trú', 'trên', 'địa_bàn', 'đi', 'cùng', 'chuyến', 'bay', 'VN54', 'với', '""', 'bệnh_nhân', '17', '""', ',', 'đến', 'nay', 'những', 'người', 'này', 'đều', 'đã', 'có', 'kết_quả', 'âm_tính', 'với', 'nCoV', '.']"
2374,[],[],[],[],[],"['Trong', 'thời_gian', 'này', ',', 'anh', 'đi', 'dự', 'đám', 'giỗ', '(', 'không', 'nhớ', 'rõ', 'ngày', 'và', 'địa_chỉ', ')', '.']"
2375,[],[],[],[],"[(['B-LOCATION'], ['B-LOCATION'], ['Việt_Nam'])]","['Khi', 'nhập_cảnh', 'vào', 'Việt_Nam', ',', 'bệnh_nhân', 'không', 'có', 'triệu_chứng', 'bệnh', ',', 'được', 'lấy', 'mẫu', 'xét_nghiệm', 'cùng', 'ngày', '.']"
2376,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['22', '-', '4']), (['B-LOCATION'], ['B-LOCATION'], ['Yên_Thành']), (['B-LOCATION'], ['B-LOCATION'], ['Nghệ_An'])]","['Ngày', '22', '-', '4', ',', 'bệnh_nhân', 'được', 'về', 'quê', 'ở', 'Yên_Thành', ',', 'Nghệ_An', '.']"
2377,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Cộng_hoà', 'Czech'])]","['Trong', 'thời_gian', 'ở', 'Cộng_hoà', 'Czech', ',', 'bệnh_nhân', 'có', 'tiếp_xúc', 'với', 'người', 'Ý.']"
2378,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Nhiệt_đới', 'cơ_sở', '2']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['sân_bay', 'Nội_Bài'])]","['Các', 'đội', 'điều_tra', 'dịch_tễ', 'lập', 'danh_sách', 'những', 'người', 'tiếp_xúc', 'gần', 'với', 'bệnh_nhân', 'và', 'những', 'người', 'tiếp_xúc', 'với', 'người', 'tiếp_xúc', 'gần', 'tại', 'khu_vực', 'nhà', 'bệnh_nhân', ';', 'tại', 'nơi', 'bệnh_nhân', 'đến', 'khám', 'ban_đầu', ';', 'tại', 'Bệnh_viện', 'Nhiệt_đới', 'cơ_sở', '2', 'và', 'hồi', 'cứu', 'quá_trình', 'nhập_cảnh', 'tại', 'sân_bay', 'Nội_Bài', 'của', 'người', 'này', '.']"
2379,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['268'])]","['""', 'Vừa_rồi', 'trên', 'địa_bàn', 'huyện', 'ghi_nhận', 'bệnh_nhân', '268', ',', 'cô', 'này', 'đang', 'điều_trị', 'tại', 'bệnh_viện', 'huyện', '.']"
2380,[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Bệnh_viện', 'dã_chiến', 'Củ_Chi']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['92']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['151']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['207']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['224'])]","['Tính', 'đến', 'nay', ',', 'Bệnh_viện', 'dã_chiến', 'Củ_Chi', 'đang', 'theo_dõi', ',', 'điều_trị', 'cho', '4', 'bệnh_nhân', 'nhiễm', 'COVID', '-', '19', 'có', 'kết_quả', 'dương_tính', 'trở_lại', 'sau', 'xuất_viện', 'gồm', 'bệnh_nhân', '92', ',', '151', ',', '207', 'và', '224', '.']"
